0,0,5,3,3,3,2,1,0.467840376
0,0,1,3,3,1,1,1,0.075699003
2,1,6,0,1,3,7,1,0.427266612
-1,0,-3,3,3,1,1,1,0.633739753
0,0,0,2,2,2,2,1,0.74705097
-1,-2,3,1,0,8,7,1,0.436458234
1,0,0,2,1,1,2,1,0.464815798
0,0,2,2,1,6,7,1,0.146783984
0,0,-2,3,3,2,1,1,0.760994776
0,0,1,3,3,3,3,-1,0.037448037
1,0,2,0,0,5,4,1,0.996039477
2,1,-5,2,2,2,3,1,0.274221952
0,0,4,3,2,3,3,1,0.47623171
-3,-3,0,3,3,2,3,1,0.990311236
0,0,6,3,3,1,5,1,0.567586762
0,0,2,3,3,3,2,1,0.82095357
0,0,6,2,2,5,3,1,0.146874387
-3,-3,-3,2,3,1,2,-1,0.811164988
0,0,0,2,3,1,2,-1,0.181229465
0,0,6,1,0,8,7,1,0.958518889
0,0,-2,0,0,7,8,1,0.81819715
-2,-3,-2,2,2,3,1,1,0.277331542
0,0,-7,1,2,5,4,-1,0.080166128
0,0,0,3,3,2,1,1,0.651289859
0,0,1,3,3,2,1,1,0.445775987
1,0,2,1,2,3,4,1,0.229993427
0,0,0,3,3,1,1,1,0.912026379
-1,-3,0,0,0,8,8,1,0.78328905
0,0,4,3,3,3,1,-1,0.527762709
0,0,-1,3,3,1,1,1,0.269925599
0,0,8,2,2,2,3,1,0.831874526
0,0,-3,3,3,3,2,1,0.044834382
0,0,-5,1,0,7,3,1,0.831271701
0,0,2,3,3,1,0,1,0.835271812
0,0,0,1,0,6,7,1,0.345067611
0,0,6,3,3,2,1,1,0.923277474
0,0,10,2,3,1,1,-1,0.051275634
0,-3,-3,1,1,8,8,1,0.832269376
0,0,0,3,3,2,1,1,0.069228818
0,0,1,3,3,1,1,-1,0.716419083
1,3,4,1,0,5,4,1,0.48150896
-1,-2,-4,2,2,4,4,-1,0.122891593
0,0,-3,0,0,7,7,1,0.319748916
1,0,-1,1,1,7,7,1,0.579565993
0,0,0,2,2,3,2,1,0.767308855
0,0,9,3,2,2,1,1,0.006424651
0,0,6,2,2,4,1,1,0.543480754
-1,0,4,2,2,1,1,1,0.810611659
-1,0,-8,0,1,6,8,1,0.373791663
0,0,-3,0,0,6,7,1,0.469699616
0,0,3,3,3,3,3,-1,0.203189184
0,0,4,3,3,1,1,-1,0.784822437
0,0,-3,2,2,4,2,1,0.778216362
-1,0,0,1,1,8,7,1,0.755374704
1,0,0,1,2,4,5,1,0.102677098
1,0,4,1,1,7,5,1,0.674364497
-1,0,2,0,1,7,7,1,0.210398812
0,0,-3,3,3,1,3,1,0.704755017
0,0,12,0,1,2,2,1,0.791307215
-1,0,-1,3,3,1,1,1,0.989609543
0,0,-1,3,3,2,1,1,0.857612305
0,0,-6,0,0,4,2,1,0.867818817
1,0,3,2,2,6,3,1,0.174108074
0,0,2,3,3,3,1,-1,0.96817441
2,2,-4,0,2,6,3,1,0.975927331
0,0,5,3,2,1,1,1,0.37273716
-1,0,11,1,1,5,5,1,0.723686445
2,3,4,2,1,2,4,1,0.453469818
1,0,-9,0,1,4,6,1,0.955438331
1,0,-4,2,2,6,8,1,0.401018876
0,0,3,0,0,8,8,1,0.864412626
1,-1,13,2,3,2,3,1,0.388655238
-1,0,4,3,2,2,1,1,0.76682582
0,0,2,2,3,1,3,1,0.168542912
0,0,3,3,3,3,2,1,0.097926375
0,0,11,3,3,2,3,1,0.63598432
0,0,-8,2,2,3,3,1,0.36880184
2,2,-1,1,2,1,5,1,0.877906849
0,0,-3,0,0,7,6,1,0.620651716
0,0,1,3,3,3,1,-1,0.199751153
0,0,0,3,3,3,1,1,0.660727065
0,0,3,3,3,3,0,-1,0.989045861
0,0,8,3,3,2,1,1,0.87121234
0,0,9,3,3,3,1,1,0.634247435
0,0,1,3,3,1,2,1,0.712303944
-1,0,0,3,3,2,1,1,0.437407645
-1,0,0,1,0,3,3,-1,0.87806436
0,0,7,1,0,6,6,1,0.066846534
5,5,3,1,2,3,6,1,0.957084284
0,0,-2,3,3,1,3,1,0.516540299
0,0,-3,3,2,2,2,-1,0.662715954
0,0,-1,3,3,2,1,1,0.342079763
0,0,3,3,3,3,1,1,0.669746899
-1,3,5,2,1,7,4,1,0.714478829
0,0,-2,3,3,1,1,1,0.61402641
0,0,-4,3,3,2,1,1,0.990379771
-2,0,2,2,2,6,5,1,0.619919416
-1,0,2,1,1,5,2,1,0.169841428
0,0,4,3,3,3,1,-1,0.911706809
0,0,-1,3,3,2,1,-1,0.67436491
0,0,-10,0,0,6,7,1,0.101193627
1,2,2,0,0,7,7,1,0.420352053
1,0,-1,2,2,7,3,-1,0.154450758
-1,0,6,2,2,1,1,1,0.370407468
0,0,5,2,1,2,3,-1,0.151437536
0,0,5,3,3,2,1,-1,0.109459077
0,0,6,3,3,2,1,1,0.163386008
0,0,7,2,3,2,2,1,0.588919998
-2,-5,-7,1,1,7,7,-1,0.080691903
2,0,2,1,1,8,8,1,0.25810165
-2,1,-3,0,0,8,3,-1,0.153689243
-2,2,-7,0,1,7,7,-1,0.872186527
1,0,-5,0,0,7,7,1,0.463601705
1,0,-3,2,3,2,1,-1,0.77569576
0,0,6,3,3,1,1,1,0.053541955
0,0,3,0,0,3,7,1,0.469362633
0,0,0,3,3,2,2,1,0.098323915
0,0,1,3,3,2,1,1,0.104715494
-1,0,3,3,2,2,3,1,0.899834957
0,0,0,3,3,2,1,1,0.125347429
1,0,-3,2,2,3,3,-1,0.616086984
3,3,0,2,1,6,5,1,0.992154832
0,0,-6,1,1,5,1,-1,0.216074486
2,0,3,1,1,5,3,1,0.815672149
0,0,-3,3,3,1,3,-1,0.116939695
0,0,1,3,3,2,0,-1,0.864969319
-1,0,7,1,1,2,2,1,0.023902499
0,0,-7,3,3,1,2,-1,0.073342418
0,0,0,1,1,3,4,1,0.267013014
-2,-2,7,1,0,6,6,-1,0.163672251
0,0,-1,3,3,1,0,1,0.857574854
-2,0,7,2,3,3,1,1,0.017710302
0,0,-2,3,3,1,1,1,0.692258646
2,0,2,1,2,5,2,1,0.76163056
-4,-3,3,2,2,7,2,-1,0.7812467
1,0,-3,0,1,3,8,-1,0.21790306
0,0,-1,3,3,1,1,1,0.412603922
0,0,-2,3,3,4,4,1,0.790611642
0,0,0,2,2,2,4,-1,0.324034167
0,0,-1,0,1,2,3,1,0.305819295
1,0,4,2,2,3,2,1,0.178274754
-1,0,6,1,1,3,5,-1,0.939144096
2,3,1,3,3,1,2,1,0.341781645
-1,0,-5,2,2,3,6,-1,0.995047966
-1,0,-7,1,1,3,3,-1,0.406939875
3,3,10,1,0,8,5,1,0.523773547
3,4,-1,1,0,7,6,1,0.980524368
1,0,1,2,2,6,6,1,0.578465506
0,0,2,2,2,4,3,1,0.345530474
1,0,-6,0,0,4,4,1,0.818999015
1,0,7,1,2,2,2,1,0.269689369
2,4,-1,1,1,6,5,1,0.591129707
0,0,6,3,3,2,1,1,0.910036662
0,0,12,3,3,1,1,1,0.585014806
0,0,-2,2,3,2,1,-1,0.303626792
-5,-5,-10,0,1,5,3,1,0.711923236
-3,-3,-3,2,2,2,2,-1,0.720752379
0,0,-1,3,3,1,1,1,0.199274836
0,0,-2,2,1,3,3,1,0.871190463
0,0,-2,2,2,1,2,-1,0.128428953
0,0,6,2,3,3,2,1,0.992882364
0,0,-10,2,2,4,2,1,0.931630053
0,0,-7,2,2,2,2,1,0.395824352
-1,0,-1,1,0,4,1,-1,0.116748161
0,0,0,3,2,4,2,1,0.622978019
0,0,5,3,3,2,2,1,0.04872003
-2,0,-2,3,1,1,1,1,0.002712153
1,0,7,1,1,3,3,1,0.219240014
-1,0,2,3,3,1,0,1,0.226466886
0,0,-5,0,1,3,4,1,0.616070931
0,0,4,3,3,2,5,1,0.633455102
2,3,4,2,1,5,2,-1,0.919910452
2,2,7,0,1,7,5,1,0.462102329
0,0,-3,2,1,3,3,1,0.058056062
0,0,15,0,1,4,2,1,0.600354785
0,0,-7,0,1,8,6,-1,0.516797653
0,0,-3,3,3,1,1,1,0.679582211
0,0,12,2,0,7,6,1,0.744777319
-1,0,0,2,2,1,1,1,0.829096857
0,1,-6,1,0,6,3,1,0.41898243
-1,0,-3,1,2,2,4,-1,0.919253602
-1,0,3,2,3,2,5,-1,0.573689087
0,0,-8,2,2,0,3,-1,0.204461385
-1,0,1,1,1,3,2,1,0.70681385
-3,-1,5,1,1,7,2,1,0.102550115
-1,0,3,1,0,7,7,1,0.538687139
-3,-5,-7,1,1,8,7,-1,0.121090178
0,-3,-2,0,0,6,3,1,0.515592382
0,0,2,1,1,4,2,1,0.921621275
0,0,14,0,1,2,2,1,0.359522503
0,0,-4,2,2,5,3,1,0.683306945
0,0,-5,2,1,4,4,1,0.031144208
1,-2,-1,0,0,5,8,1,0.346698521
0,0,-6,1,2,6,3,1,0.601149995
0,0,8,0,0,7,6,-1,0.125722861
-5,-5,-9,0,0,3,3,1,0.382233609
0,0,-2,1,1,7,3,-1,0.155656092
0,1,7,1,1,3,5,1,0.374034706
-1,-2,-8,1,0,3,6,-1,0.206802727
0,0,3,2,1,2,2,1,0.175844388
0,0,1,3,3,1,1,1,0.853524241
1,0,2,0,0,7,4,1,0.872678436
-2,-3,9,3,2,3,1,-1,0.480562265
1,0,-9,2,2,1,5,1,0.529509634
0,0,5,3,3,3,1,-1,0.005976565
0,0,0,3,3,2,2,1,0.598199496
-1,-2,5,1,1,2,3,1,0.667767969
0,0,-3,2,3,1,1,1,0.741126732
-1,0,3,3,3,2,1,-1,0.288690767
2,0,2,0,0,4,8,1,0.099048372
0,0,-7,3,3,2,1,1,0.095006874
-3,-3,-10,3,3,1,2,1,0.219014325
2,0,6,2,2,8,5,1,0.350131875
0,0,2,2,3,2,2,-1,0.171526973
0,0,2,3,3,0,1,-1,0.120055083
0,0,-5,3,3,1,1,1,0.638537011
-1,0,-3,2,1,2,4,-1,0.119599514
0,0,-11,2,1,3,4,1,0.529068957
-1,0,-5,2,1,2,4,1,0.881088768
-5,-5,-14,0,0,6,7,1,0.246822295
0,0,4,1,0,4,3,1,0.322470591
0,0,7,1,1,6,2,1,0.493753758
0,0,-2,3,3,2,2,1,0.385455072
0,0,2,2,2,7,7,-1,0.629801209
0,0,3,2,2,2,2,1,0.620042737
0,0,2,3,3,2,3,1,0.712958097
0,0,7,2,3,3,3,1,0.034769915
0,0,-5,2,2,3,2,1,0.766893729
1,0,7,0,0,7,4,1,0.315904639
0,0,1,3,3,1,2,1,0.211099278
0,0,4,3,2,6,5,1,0.511423409
-1,0,1,3,2,1,3,1,0.452496053
0,0,-2,2,1,4,4,-1,0.483796668
0,0,-4,1,1,7,3,-1,0.25871049
-1,1,4,1,0,7,7,1,0.67436478
0,0,3,3,3,4,1,1,0.945376998
0,0,-4,0,0,7,8,1,0.298463663
0,0,6,3,3,1,1,1,0.709562048
0,0,-1,2,2,3,3,-1,0.753709825
0,0,-1,0,1,2,6,1,0.670054276
0,0,5,3,3,1,1,-1,0.736332007
0,0,-4,3,3,2,3,1,0.364305332
0,0,3,1,1,2,3,-1,0.002170954
0,0,6,0,0,7,5,-1,0.409661398
0,0,-4,3,2,1,1,1,0.127638742
0,0,-10,2,3,3,3,-1,0.788458217
1,0,5,1,0,6,6,1,0.617996305
2,0,5,2,3,3,2,1,0.681316182
0,0,1,3,3,1,1,-1,0.753254063
1,0,3,0,0,7,5,1,0.022637009
0,0,3,3,3,4,3,1,0.750719987
0,0,4,2,2,4,2,1,0.734619714
1,0,1,1,1,5,7,1,0.947823136
-1,0,6,1,1,7,7,-1,0.308411626
4,2,-1,2,2,2,4,1,0.728610784
0,0,5,3,3,1,1,1,0.154696168
-4,-3,-2,0,1,2,2,1,0.777047954
0,0,6,0,0,6,3,1,0.948519205
-9,-9,-3,2,3,3,3,1,0.704826155
0,0,8,2,3,3,3,-1,0.540296486
2,2,12,0,1,3,4,1,0.407153364
-2,-5,-2,2,2,3,4,1,0.170559583
0,0,-2,0,1,7,3,1,0.333241843
-2,0,6,0,0,8,5,-1,0.089097835
1,0,-6,1,2,4,4,-1,0.267717275
0,0,-5,1,1,2,5,-1,0.127806096
-1,0,-2,3,3,1,2,1,0.16359837
0,0,10,3,3,1,1,-1,0.401634609
1,0,3,1,1,6,7,1,0.102185699
0,0,5,3,2,3,2,1,0.7139927
-3,-3,-2,2,3,3,1,1,0.858792318
0,0,4,3,3,2,2,1,0.279540802
0,0,-6,1,1,3,2,-1,0.490127433
-1,0,-5,3,2,2,3,-1,0.359625653
1,0,-3,0,0,5,5,1,0.943889741
-1,0,1,3,3,1,2,1,0.774236492
0,0,3,1,2,2,3,1,0.118735779
0,0,-5,3,3,4,2,-1,0.842970637
-1,0,1,0,0,8,5,1,0.060619505
0,1,0,1,0,6,4,1,0.872682399
0,0,-6,2,2,2,2,-1,0.125103961
0,0,6,1,1,3,2,1,0.69922488
0,0,3,2,3,4,1,1,0.366294741
0,0,3,3,3,1,0,-1,0.199167927
0,0,1,3,3,1,2,-1,0.171999887
-2,0,5,2,3,3,1,-1,0.874084441
0,0,8,3,2,4,2,1,0.993210551
1,0,-2,1,1,1,2,-1,0.748094864
0,0,5,3,3,1,0,1,0.112054992
0,0,-8,3,3,1,2,-1,0.106806362
0,0,-4,0,0,3,5,1,0.165881499
3,3,6,0,0,7,8,1,0.425520384
-9,-9,-12,2,3,3,2,1,0.565786844
1,3,3,1,0,7,8,1,0.959930254
0,0,0,3,3,3,1,1,0.857911076
0,0,12,2,1,3,1,1,0.264039284
0,0,-11,0,0,4,4,1,0.986500809
0,0,-1,1,1,4,4,-1,0.14256413
0,0,3,3,3,2,1,-1,0.98027017
1,0,5,1,1,8,6,1,0.619748251
0,0,-10,2,3,2,3,-1,0.355715305
0,0,3,3,2,1,3,1,0.08563574
0,0,-2,2,3,3,1,1,0.00695733
-2,-2,-7,3,2,3,3,1,0.638308909
0,0,1,3,3,1,1,-1,0.905520968
1,0,-1,1,1,6,6,1,0.81162723
1,0,2,0,0,8,6,1,0.858533751
-1,0,0,3,3,2,2,1,0.818731091
0,0,0,3,3,2,1,-1,0.700745214
-1,0,-6,0,0,4,6,1,0.123973777
0,0,9,2,3,1,2,1,0.841934875
-4,-3,0,2,2,4,3,-1,0.145798877
0,0,0,3,3,2,1,1,0.197880653
-1,-1,-14,0,1,6,5,1,0.31628106
0,0,0,3,2,3,4,1,0.245343281
0,0,-5,0,0,3,4,1,0.539884497
0,0,2,2,2,4,1,1,0.667406688
1,0,3,0,0,8,5,1,0.579752057
0,0,1,2,1,2,3,-1,0.590192262
0,0,-7,2,2,3,3,-1,0.468443747
-1,0,1,0,0,4,6,1,0.787795592
0,0,3,3,3,2,2,1,0.332944351
0,0,-3,2,2,2,2,1,0.82900235
-2,0,-4,1,0,4,5,-1,0.938932047
0,0,0,1,1,5,8,1,0.314533928
0,0,2,1,1,2,2,-1,0.651289522
2,3,7,1,0,6,8,1,0.870378731
-5,-5,-6,1,1,4,3,1,0.925909422
0,0,-2,3,3,1,2,1,0.814259719
1,0,5,0,0,5,7,1,0.400712171
-1,0,6,3,3,3,1,1,0.945953932
2,3,5,1,0,4,6,1,0.074933873
0,0,-3,2,1,1,3,-1,0.992990056
0,0,4,1,1,2,2,1,0.315406423
0,0,-7,1,1,2,3,-1,0.882432206
0,0,1,2,2,4,1,1,0.342762348
0,0,3,3,3,3,1,1,0.581370216
-1,0,-1,0,0,4,6,1,0.629298314
0,0,3,3,2,4,1,1,0.08885135
0,0,2,2,2,2,2,1,0.08335332
-1,0,4,3,3,1,1,1,0.174659945
0,0,-7,2,2,2,1,1,0.887033369
0,0,-2,2,3,2,3,1,0.410021155
0,0,2,3,3,3,1,1,0.114525054
-1,0,0,0,0,3,3,-1,0.223352476
0,0,4,3,3,2,1,1,0.530015365
0,0,3,2,2,3,3,1,0.533556555
0,0,1,3,3,2,2,1,0.775625012
0,0,-6,3,3,1,2,1,0.486020717
0,0,0,0,0,7,6,1,0.231265332
0,0,1,1,2,7,4,-1,0.831753524
0,0,2,1,2,2,3,-1,0.457298362
1,1,-3,1,2,6,3,-1,0.677391395
0,0,6,3,3,2,2,-1,0.918808146
0,0,-4,2,2,2,2,1,0.770186877
1,0,-2,3,2,3,2,1,0.003118692
-1,0,-10,1,1,7,4,1,0.280129726
-5,-5,-4,0,0,7,5,-1,0.594586754
1,0,10,3,3,3,3,1,0.535594905
1,0,4,2,2,1,1,-1,0.855337465
-1,0,-4,1,1,4,4,-1,0.845053665
0,0,1,2,2,2,2,1,0.306002691
0,0,-5,2,2,1,4,1,0.999518311
-1,0,0,3,3,2,1,1,0.165976992
0,0,2,3,3,2,3,-1,0.58494863
0,0,-5,0,0,4,3,1,0.942454639
0,0,-2,3,2,3,3,1,0.814827569
-3,-4,8,0,1,3,5,1,0.910112595
0,0,-4,0,0,7,7,1,0.456360409
1,2,-6,0,1,3,7,1,0.737894348
0,0,9,0,0,5,5,1,0.138591718
-2,-3,10,2,3,3,2,1,0.426762176
-2,-4,-4,1,0,8,7,-1,0.997929272
0,0,2,0,0,7,3,1,0.785203537
1,-1,-3,1,1,4,8,-1,0.141246516
-1,0,1,3,3,2,1,1,0.142126194
0,0,6,3,3,2,2,1,0.04821732
0,0,11,2,2,1,0,1,0.86569223
-1,0,-1,3,3,1,3,1,0.013136673
0,0,-1,3,3,2,2,1,0.211470467
1,0,0,1,0,8,6,1,0.175166806
0,0,-4,0,0,4,7,1,0.181072113
0,0,2,2,2,1,4,1,0.328630272
0,0,1,3,3,1,1,1,0.17692928
0,0,1,3,3,1,1,-1,0.550593065
0,0,-4,0,1,3,6,1,0.834308612
3,3,-7,2,2,2,2,1,0.036866342
0,0,3,3,3,1,1,-1,0.051712066
0,0,0,0,1,4,6,1,0.675795617
0,0,1,3,3,1,1,1,0.380719241
-1,0,0,0,1,7,8,-1,0.984120645
0,0,-6,3,3,2,3,1,0.373335175
0,0,1,3,3,1,1,1,0.425749246
0,0,-2,3,3,2,2,1,0.727530646
1,0,1,1,1,2,4,1,0.409508876
2,0,8,0,0,7,8,1,0.276971943
1,0,-2,0,0,4,7,1,0.287082853
-1,0,-5,2,2,4,3,1,0.554654583
-2,-3,0,2,3,2,2,1,0.509980699
0,0,0,3,3,2,1,-1,0.329003921
0,3,-4,1,2,6,2,1,0.583450322
-1,0,-2,1,1,6,4,-1,0.641843298
-1,0,-2,0,0,8,8,-1,0.838987327
1,0,-4,0,0,5,8,1,0.612817652
0,0,1,3,3,1,2,1,0.484212718
0,0,0,3,3,4,1,-1,0.162997235
2,3,-7,0,0,3,8,1,0.152909075
-1,1,-6,0,1,3,3,-1,0.928465221
0,0,3,3,2,1,1,1,0.832490083
-2,0,3,1,0,8,4,-1,0.131295652
1,0,-5,1,0,3,7,1,0.230807159
0,0,1,3,3,1,0,1,0.618185466
1,2,4,1,1,4,3,1,0.03866721
0,0,-2,1,2,5,4,-1,0.051625076
-1,0,7,0,0,4,3,-1,0.576181719
0,0,-1,3,3,3,1,1,0.875952123
-1,0,-1,1,1,3,4,1,0.407796335
-1,0,1,3,3,3,1,-1,0.421994552
0,0,-3,1,1,7,5,1,0.251253777
0,0,-3,1,1,3,2,1,0.394339397
-1,0,-1,3,3,1,1,-1,0.335420157
1,0,-7,0,0,5,7,1,0.153353389
-3,-5,-3,1,2,3,2,1,0.819711296
0,0,3,3,2,2,1,1,0.233283256
0,0,-1,3,3,1,1,1,0.476117009
0,0,4,3,3,1,1,-1,0.336140969
-1,0,0,3,3,1,1,1,0.495783122
-1,0,1,3,3,2,1,1,0.670983503
-1,0,1,2,2,4,1,-1,0.24652155
0,0,-5,2,2,4,6,-1,0.108192131
0,3,-2,1,1,4,4,1,0.224839241
0,0,-1,1,1,5,7,1,0.477809212
0,0,4,2,3,4,2,1,0.075844364
0,0,3,3,3,1,1,1,0.249371322
0,0,-1,3,3,2,1,1,0.818053093
0,0,1,3,3,1,1,1,0.014287132
0,0,1,3,3,3,1,1,0.933930276
-1,0,6,2,2,4,2,-1,0.613535533
0,0,3,3,3,2,1,-1,0.6744027
1,0,2,0,0,6,7,1,0.485749953
1,0,2,2,2,4,2,1,0.022702523
-1,0,-6,3,3,3,1,1,0.092238227
-1,0,-5,2,2,1,2,-1,0.828926078
0,0,-3,1,0,6,7,1,0.067656044
-1,0,-2,3,3,2,3,1,0.121761845
0,0,7,1,1,4,3,1,0.735783784
0,0,-5,1,0,6,6,1,0.454441228
0,0,0,0,0,7,6,1,0.106739841
-2,-2,1,1,0,6,5,-1,0.023383839
0,0,1,2,2,4,3,1,0.593942176
0,0,0,3,3,2,2,1,0.822640673
-1,0,5,2,3,3,3,1,0.88216644
1,0,11,2,1,3,1,-1,0.178730451
0,0,-2,3,3,3,2,1,0.172582834
0,2,-4,3,3,3,4,1,0.532466443
-2,0,-7,2,2,4,5,-1,0.049261039
0,0,0,3,3,2,1,1,0.639869601
0,0,-1,1,0,7,7,1,0.727245721
0,-1,5,1,1,3,2,1,0.34417567
1,0,-5,0,0,6,7,1,0.761322473
0,0,5,2,2,5,3,1,0.407178845
0,0,7,1,1,8,5,1,0.835853438
0,0,3,3,2,3,1,1,0.080767203
0,0,-8,1,1,2,1,1,0.614478345
0,0,-2,3,2,3,2,1,0.848860818
-1,0,-6,0,0,6,6,-1,0.750380445
0,0,6,2,3,3,1,-1,0.999630467
1,2,3,0,0,4,4,1,0.807432369
-1,0,2,1,0,7,5,1,0.190360382
2,3,4,2,2,3,3,1,0.808267194
-1,-2,-2,0,0,6,4,-1,0.727008071
0,0,-1,3,3,2,3,1,0.032365527
0,0,5,1,1,2,4,1,0.519422467
0,0,7,3,2,3,2,1,0.088278635
0,0,8,3,3,2,1,1,0.89256129
-3,-3,-3,2,2,6,2,1,0.60828618
1,0,-5,0,0,6,8,-1,0.032161152
-1,0,0,3,3,2,1,-1,0.695568641
0,0,-5,1,2,1,3,1,0.321576047
1,2,10,0,0,8,6,1,0.028314387
0,0,0,0,1,5,6,-1,0.112799179
0,0,2,3,3,1,1,1,0.313296908
0,0,8,1,1,8,7,1,0.262771206
0,0,-1,3,3,2,1,1,0.486710417
-1,0,2,2,3,2,3,1,0.030300773
1,0,2,2,2,3,1,1,0.533070993
-1,0,0,2,2,3,2,1,0.872658665
0,1,3,1,1,3,6,1,0.6321677
0,0,0,3,3,3,2,1,0.311934406
0,0,-1,3,3,1,1,-1,0.632455803
0,0,-4,1,1,5,4,-1,0.505600557
1,0,1,1,1,8,6,1,0.30495344
0,0,13,1,2,3,3,1,0.490476565
2,2,2,1,1,7,8,1,0.349745948
0,0,-5,3,3,2,2,1,0.455898966
0,0,0,3,3,2,2,1,0.261451651
1,0,3,0,0,7,7,1,0.395453785
0,0,3,3,3,3,2,1,0.783361094
0,0,0,3,3,2,1,1,0.168937231
-3,-3,-5,3,3,3,2,1,0.637381299
0,0,1,3,3,2,3,1,0.510378867
4,5,8,1,1,5,4,-1,0.763311986
0,0,4,3,3,2,1,1,0.787955932
0,0,7,3,3,2,1,1,0.988220687
0,0,-7,3,2,2,3,1,0.726458786
1,0,3,3,3,1,2,-1,0.924548212
0,0,3,3,2,1,1,1,0.92103653
1,0,6,1,1,3,4,1,0.272139142
